City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
425,Sao Joao Da Barra,BR,75.29,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
427,Coahuayana,MX,86.52,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
428,El Juncal,HN,89.35,overcast clouds,15.45,-86.4333,NUEVA MENDEZ
429,Ponta Delgada,PT,72.5,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
430,Parakou,BJ,72.81,scattered clouds,9.3372,2.6303,Benin Metropole Hotel
431,Korla,CN,78.64,overcast clouds,41.7597,86.1469,Gulisitan Hotel
432,Shimoda,JP,74.1,heavy intensity rain,34.6667,138.95,Shimoda Tokyu Hotel
434,Ondarroa,ES,77.11,clear sky,43.3167,-2.4167,Hotel Arbe
435,Lucea,JM,87.85,overcast clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
438,San Vicente,AR,70.34,moderate rain,-26.6167,-54.1333,Complejo Turístico Farelluk
439,Ilesha,NG,70.86,overcast clouds,7.1371,5.2583,Tosap Guest House
442,Amga,RU,70.05,few clouds,60.8953,131.9608,Algys
443,Pimenta Bueno,BR,89.11,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
444,Tevaitoa,PF,77.68,broken clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
445,Villarrica,PY,77.94,overcast clouds,-25.75,-56.4333,Mansión Reljuv Tours SA
446,Phultala,BD,81.84,few clouds,22.7,89.5167,রাখাল চন্দ্র ছাত্রা বাস
448,Turayf,SA,79.32,clear sky,31.6725,38.6637,Turaif
449,Buta,CD,71.35,overcast clouds,2.7858,24.73,Hôtel BOPANDO
450,Barinitas,VE,78.67,broken clouds,8.7622,-70.4111,Rapsodia EcoTours
455,Sibolga,ID,77.14,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
462,Feicheng,CN,77.54,broken clouds,35.2606,117.9675,Royal Garden Hotel
463,Tateyama,JP,75.09,moderate rain,34.9833,139.8667,Tateyama Seaside Hotel
465,Fort Nelson,CA,77.34,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
470,Alenquer,BR,84.65,overcast clouds,-1.9417,-54.7383,Detinha Hotel
473,Tezu,IN,78.3,few clouds,27.9167,96.1667,Circuit House
474,Panuco,MX,82.58,overcast clouds,22.05,-98.1667,Hotel Plaza
475,Rosarito,MX,86.67,scattered clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
476,Mahibadhoo,MV,82.8,scattered clouds,3.7833,72.9667,Omadhoo Inn
478,Wajir,KE,75.33,overcast clouds,1.7471,40.0573,Mahatallah Hotel
479,Otawara,JP,70.07,heavy intensity rain,36.8667,140.0333,Nogi Onsen Hotel
480,Bairiki,KI,82.4,light rain,1.3292,172.9752,Tarawa Boutique Hotel
481,Jiancheng,CN,78.31,overcast clouds,30.391,104.5491,Jianyang Celebrity City Hotel
484,Ixhuatan,MX,83.98,overcast clouds,16.3569,-94.4825,Hotel D' Ángel
485,Bageshwar,IN,72.25,overcast clouds,29.85,79.7667,Dangwal house
487,Fairmont,US,85.37,scattered clouds,39.4851,-80.1426,Clarion Inn
490,Takoradi,GH,75.6,light rain,4.8845,-1.7554,Raybow International Hotel
491,Powell,US,85.89,overcast clouds,40.1578,-83.0752,The Brig
492,Goderich,CA,75.9,overcast clouds,43.7501,-81.7165,Harmony Inn
495,Rabo De Peixe,PT,71.28,scattered clouds,37.8,-25.5833,Quinta das Giestas
496,Xuddur,SO,71.55,overcast clouds,4.1213,43.8894,Banjanay Hotel
497,Melita,CA,85.53,clear sky,49.2681,-100.9967,Western Star Hotel
500,Prainha,BR,80.92,overcast clouds,-1.8,-53.48,Casa Rocha
501,Slave Lake,CA,80.47,broken clouds,55.2834,-114.76899999999999,Super 8 by Wyndham Slave Lake AB
503,Jardim,BR,85.42,overcast clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
504,Cayhagan,PH,78.48,light rain,9.6697,122.4256,Melrose Beach Resort
505,Eureka,US,72.19,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
508,Marrakesh,MA,89.67,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
509,Oranjestad,AW,84.15,few clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
511,Sur,OM,87.64,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
512,Meulaboh,ID,76.41,light rain,4.1363,96.1285,Kost Pria
513,Ahuimanu,US,81.54,light rain,21.4447,-157.8378,Paradise Bay Resort
514,Edmundston,CA,77.76,light rain,47.3737,-68.3251,Best Western Plus Edmundston Hotel
518,Mersing,MY,77.41,scattered clouds,2.4312,103.8405,Timotel Hotel
520,Sao Filipe,CV,74.93,overcast clouds,14.8961,-24.4956,Hotel Xaguate
521,Dicabisagan,PH,79.47,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
522,Hambantota,LK,78.76,overcast clouds,6.1241,81.1185,Bungalow 63
525,Mayo,US,89.55,few clouds,38.8876,-76.5119,Resorts Resource Group International
526,Bereda,ES,70.14,overcast clouds,43.2686,-7.5406,Pazo de Verdes
527,Harindanga,IN,81.81,few clouds,22.0383,88.3214,Hasanur Builders
528,Lagunas,PE,85.8,broken clouds,-5.2269,-75.6753,Hospedaje Eco
529,Piacabucu,BR,73.06,clear sky,-10.4056,-36.4344,Piaçabuçu News
530,Rincon,US,84.16,overcast clouds,32.296,-81.2354,Days Inn Rincon
531,Kaspiyskiy,RU,77.83,clear sky,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
532,Nishihara,JP,82.06,few clouds,26.1842,127.7558,Minshuku Agaihama
533,Puerto Del Rosario,ES,74.95,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
537,Santa Marta,CO,83.1,few clouds,11.2408,-74.199,Hotel La Ballena Azul
541,Matara,LK,76.1,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
542,Houma,US,87.94,broken clouds,29.5958,-90.7195,Courtyard by Marriott Houma
545,Dzaoudzi,YT,75.09,clear sky,-12.7887,45.2699,Le Rocher
547,Salgueiro,BR,77.2,few clouds,-8.0742,-39.1192,Hotel Requinte
549,Senador Guiomard,BR,83.95,overcast clouds,-10.1522,-67.7392,Paraíso Hotel
551,Hirara,JP,84.43,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
553,Ettenheim,DE,70.93,clear sky,48.25,7.8167,Heckenrose Hotel
554,Tabou,CI,74.68,light rain,4.423,-7.3528,hotêl doufoulougou
556,Beyneu,KZ,86.49,clear sky,45.3167,55.2,NUR
557,Mattru,SL,73.24,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
558,Benito Juarez,MX,72.0,overcast clouds,19.385,-99.165,Hotel Beverly
560,Maihar,IN,81.68,broken clouds,24.2667,80.75,Mrig Van Resort
561,Dossor,KZ,83.12,clear sky,47.5272,52.9811,"Gostinitsa Orpk ""Nauryz"""
562,Cururupu,BR,77.04,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
563,Tank,PK,88.39,clear sky,32.2217,70.3793,Gula Jan Abdulai
564,Arys,KZ,81.91,clear sky,42.4252,68.795,Gostinitsa
569,Banes,CU,84.65,overcast clouds,20.9625,-75.7186,Hostal Iván y yailet
572,Balabac,PH,80.04,light rain,7.9868,117.0645,Batalla’s Lodging House
573,Kudahuvadhoo,MV,82.76,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
575,San Patricio,US,89.46,light rain,28.017,-97.5169,"Motel 6 Sinton, TX"
576,Salinopolis,BR,80.38,scattered clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
578,Kontagora,NG,73.98,light rain,10.3999,5.4695,Queens Guest Inn
580,Bani,DO,87.85,overcast clouds,18.2833,-70.3333,Hospedaje Henriquez
581,Abu Zabad,SD,74.59,few clouds,12.35,29.25,حامد محمد نور
584,Bitung,ID,74.25,overcast clouds,1.4451,125.1824,K2 Lembeh
585,Caibarien,CU,88.92,few clouds,22.5206,-79.4669,La Nena
586,Djambala,CG,76.6,scattered clouds,-2.5447,14.7533,Hotel Ravin D'or
593,Lake Jackson,US,86.04,scattered clouds,29.0339,-95.4344,"Candlewood Suites Lake Jackson-Clute, an IHG Hotel"
595,Foix,FR,73.2,clear sky,42.8333,1.5833,Résidence Thermale du Parc
596,Eyl,SO,79.7,broken clouds,7.9803,49.8164,Amiin Hotel
598,Bangaon,IN,80.94,scattered clouds,23.0667,88.8167,Ajoy
601,Loralai,PK,74.14,broken clouds,30.3705,68.598,Saddam Hotel & Resturant
603,Grand-Santi,GF,74.1,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
604,Katsuura,JP,74.93,moderate rain,35.1333,140.3,Katsuura Hotel Mikazuki
606,Timizart,DZ,74.75,clear sky,36.8,4.2667,yefssah restaurant
612,Aloleng,PH,81.75,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
615,La Sarre,CA,70.14,overcast clouds,48.8002,-79.1996,Motel Villa Mon Repos
617,Roma,US,81.68,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
618,Itoman,JP,82.78,overcast clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
623,Manbij,SY,76.84,clear sky,36.5281,37.9549,Manbej City Hotel
624,Mangrol,IN,81.03,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
625,Kimbe,PG,75.97,light rain,-5.5502,150.1429,Kimbe Bay Hotel
627,Methoni,GR,79.21,clear sky,36.8197,21.7049,Methoni Beach Hotel
629,Sechura,PE,72.64,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
634,Aksay,RU,79.25,clear sky,47.26,39.87,Chernaya Zhemchuzhina
636,Gwadar,PK,83.35,overcast clouds,25.1216,62.3254,Sadaf Resort
644,Bud,US,82.31,overcast clouds,39.446999999999996,-86.1758,Ted McQuinn Trust
645,Tocache,PE,86.58,broken clouds,-8.1842,-76.5125,Residencial JATER
646,Berbera,SO,89.47,broken clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
647,Portland,US,82.56,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
649,Maur,IN,86.14,overcast clouds,30.0833,75.25,sanju tee sotall
652,Balykshi,KZ,71.6,clear sky,47.0667,51.8667,Гостиница Golden Rose
655,Basavana Bagevadi,IN,72.59,overcast clouds,16.5833,75.9667,DADA WADA PAV CENTER
657,Auburn,US,82.78,scattered clouds,47.3073,-122.2284,La Quinta Inn & Suites by Wyndham Auburn
658,Kulhudhuffushi,MV,81.16,overcast clouds,6.6221,73.07,Haajy Guest House 1
662,Sao Felix Do Xingu,BR,84.11,broken clouds,-6.6447,-51.995,Rio Xingu Camping
664,Itaituba,BR,83.88,overcast clouds,-4.2761,-55.9836,Hotel Campos
665,Shubarkuduk,KZ,74.86,clear sky,49.1447,56.4872,Sirius
668,Odienne,CI,72.72,clear sky,9.51,-7.5692,Oustaz Vame DIAKITE
669,Salina Cruz,MX,85.98,overcast clouds,16.1667,-95.2,Amerik HOTEL
672,Wapi Pathum,TH,84.33,broken clouds,15.8452,103.3768,Nayai Resort
680,Makakilo City,US,80.35,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
681,Todos Santos,MX,76.66,clear sky,23.45,-110.2167,Hotel California Todos Santos
683,Parnarama,BR,81.55,broken clouds,-5.6817,-43.0933,Hotel São Luiz
686,Paris,FR,74.14,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
687,Veraval,IN,81.21,overcast clouds,20.9,70.3667,Lords Inn Somnath
